id|word|kana
3500|コカトリス|KOKATORISU
3501|ワイバーン|WAIVA-N
3502|ドラゴン|DORAGON
3503|ベヒモス|BEHIMOSU
3504|レヴィアタン|REVIATAN
3505|ジズ|JIZU
3506|クラーケン|KURA-KEN
3507|シーサーペント|SHI-SA-PENTO
3508|リヴァイアサン|RIVAIASAN
3509|黙示録の獣|MOKUSHIROKU NO KEMONO
3510|四騎士|YONKISHI
3511|天使|TENSHI
3512|大天使|DAITENSHI
3513|熾天使|SERAFIMU
3514|智天使|KERUBIMU
3515|座天使|ZATENSHI
3516|主天使|SHUTENSHI
3517|力天使|RIK天使
3518|能天使|NOUTENSHI
3519|権天使|GONTENSHI
3520|悪魔|AKUMA
3521|大悪魔|DAIAKUMA
3522|堕天使|DATENSHI
3523|サタン|SATAN
3524|ルシファー|RUSHIFA-
3525|ベルゼブブ|BERUZEBUBU
3526|アスモデウス|ASUMODEUSU
3527|ベリアル|BERIARU
3528|アスタロト|ASUTAROTO
3529|バフォメット|BAFOMETTO
3530|リリス|RIRISU
3531|焦点|SHOUTEN
3532|収束|SHUUSOKU
3533|発散|HASSAN
3534|屈折|KUSSETSU
3535|反射|HANSHA
3536|乱反射|RANHANSHA
3537|回折格子|KAISETSUKOUSHI
3538|プリズム|PURIZUMU
3539|レンズ|RENZU
3540|凸レンズ|TOTSU RENZU
3541|凹レンズ|OU RENZU
3542|虚像|KYOZOU
3543|実像|JITSUZOU
3544|ピンホール|PINHO-RU
3545|露光|ROKOU
3546|シャッター|SHATTA-
3547|絞り|SHIBORI
3548|被写界深度|HISHAKAISHINDO
3549|パンフォーカス|PANFO-KASU
3550|ボケ|BOKE
3551|ハレーション|HARE-SHON
3552|ゴースト|GO-SUTO
3553|フレア|FUREA
3554|画角|GAKAKU
3555|広角|KOUKAKU
3556|望遠|BOUEN
3557|魚眼|GYOGAN
3558|マクロ|MAKuro
3559|ネガ|NEGA
3560|ポジ|POJI
3561|反転|HANTEN
3562|階調|KAICHOU
3563|コントラスト|KONTORASUTO
3564|彩度|SAIDO
3565|明度|MEIDO
3566|色相|SHIKISOU
3567|色温度|IROONDO
3568|ホワイトバランス|HOWAITOBARANSU
3569|解像度|KAIZOUDO
3570|ピクセル|PIKUSERU
3571|ベクトル|BEKUTORU
3572|ラスター|RASUTA-
3573|羅針盤|RASHINBAN
3574|六分儀|ROKUBUNGI
3575|クロノメーター|KURONOME-TA-
3576|海図|KAIZU
3577|水先案内人|MIZUSAKIANNAININ
3578|灯台|TOUDAI
3579|座礁|ZASHOU
3580|難破|NANPA
3581|サルベージ|SARUBE-JI
3582|引き潮|HIKISHIO
3583|満ち潮|MICHISHIO
3584|大潮|OOSHIO
3585|渦潮|UZUSHIO
3586|海流|KAIRYUU
3587|無風帯|MUFUUTAI
3588|バミューダトライアングル|BAMYU-DATORAIANGURU
3589|船乗り|FUNANORI
3590|海賊|KAIZOKU
3591|私掠船|SHIRYAKUSEN
3592|壊血病|KAIKETSUBYOU
3593|幽霊船|YUUREISEN
3594|ボトルメール|BOTORUME-RU
3595|トリガー|TORIGA-
3596|アンカー|ANKA-
3597|シンカー|SHINKA-
3598|リソース|RISO-SU
3599|スキーマ|SUKI-MA
3600|アバター|ABATA-
3601|ペルソナ|PERUSONA
3602|イド|IDO
3603|エゴ|EGO
3604|超自我|CHOUJIGA
3605|カタルシス|KATARUSHISU
3606|投影|TOUEI
3607|昇華|SHOUKA
3608|退行|TAIKOU
3609|防衛機制|BOUEIKISEI
3610|合理化|GOURIKA
3611|代償|DAISHOU
3612|反動形成|HANDOUKEISEI
3613|知性化|CHISEIKA
3614|否認|HININ
3615|分裂|BUNRETSU
3616|解離|KAIRI
3617|同一視|DOUITSUSHI
3618|コンプレックス|KONPUREKKUSU
3619|インプリンティング|INPURINTINGU
3620|刷り込み|SURIKOMI
3621|パブロフの犬|PABUROFU NO INU
3622|オペラント条件づけ|OPERANTOJOUKENDUKE
3623|レスポンデント|RESUPONDENTO
3624|サブリミナル|SABURIMINARU
3625|閾下知覚|IKIKACHIKAKU
3626|認知バイアス|NINCHIBAIASU
3627|確証バイアス|KAKUSHOUBAIASU
3628|正常性バイアス|SEIJOUSEIBAIASU
3629|後知恵バイアス|ATOJIEBAIASU
3630|生存者バイアス|SEIZONSHABAIASU
3631|ダニングクルーガー効果|DANINGUKURU-GA-KOUKA
3632|バーナム効果|BA-NAMUKOUKA
3633|吊り橋効果|TSURIBASHIKOUKA
3634|カリギュラ効果|KARIGYURAKOUKA
3635|ピグマリオン効果|PIGUMARIONKOUKA
3636|ゴーレム効果|GO-REMUKOUKA
3637|ハロー効果|HARO-KOUKA
3638|傍観者効果|BOUKANSHAKOUKA
3639|同調圧力|DOUCHOUATSURYOKU
3640|集団思考|SHUUDANSHIKOU
3641|インフラ|INFURA
3642|ライフライン|RAIFURAIN
3643|ハザードマップ|HAZA-DOMAPPU
3644|ゾーニング|ZO-NINGU
3645|スプロール現象|SUPURO-RUGENSHOU
3646|ドーナツ化現象|DO-NATSUKAGENSHOU
3647|都市計画|TOSHIKAKU
3648|再開発|SAIKAIHATSU
3649|区画整理|KUKAKUSEIRI
3650|ランドマーク|RANDOMA-KU
3651|モニュメント|MONYUMENTO
3652|ペデストリアンデッキ|PEDESUTORIANDDEKKI
3653|地下街|CHIKAGAI
3654|ターミナル駅|TA-MINARUEKI
3655|乗り換え|NORIKAE
3656|緩衝緑地|KANSHOURYOKUCHI
3657|ユビキタス|YUBIKITASU
3658|スマートシティ|SUMA-TOSHITI
3659|バリアフリー|BARIAFURI-
3660|ユニバーサルデザイン|YUNIVA-SARUDEZAIN
3661|生態系サービス|SEITAIKEISA-BISU
3662|カーボンニュートラル|KA-BONNYU-TORARU
3663|ジオラマ|JIORAMA
3664|ミニチュア|MINICHUA
3665|盆栽|BONSAI
3666|箱庭|HAKONIWA
3667|テラリウム|TERARIUMU
3668|アクアリウム|AKUARIUMU
3669|ビオトープ|BIOTO-PU
3670|生態系|SEITAIKEI
3671|食物連鎖|SHOKUMOTSURENSA
3672|ニッチ|NICCHI
3673|保護色|HOGOSHOKU
3674|警告色|KEIKOKUSHOKU
3675|擬態|GITAI
3676|共生|KYOUSEI
3677|寄生|KISEI
3678|捕食|HOSHOKU
3679|淘汰|TOUTA
3680|突然変異|TOTSUZENHENI
3681|遺伝子|IDENSHI
3682|染色体|SENSHOKUTAI
3683|細胞分裂|SAIBOUBUNRETSU
3684|群体|GUNTAI
3685|胞子|HOUSHI
3686|菌糸|KINSHI
3687|粘菌|NENKIN
3688|深海魚|SHINKAIGYO
3689|発光器官|HAKKOUKIKAN
3690|水圧|SUIATSU
3691|海溝|KAIKOU
3692|熱水噴出孔|NESSUIFUNSHUTSUKOU
3693|鯨骨生物群集|GEIKOTSUSEIBUTSUGUNSHUU
3694|無光層|MUKOUSOU
3695|生物発光|SEIBUTSUHAKKOU
3696|抗生物質|KOUSEIBUSHITSU
3697|耐性菌|TAISEIKIN
3698|ウイルス|UIRUSU
3699|バクテリア|BAKUTERIA
3700|ファージ|FA-JI
3701|DNA|DI-ENUEI
3702|RNA|ARUENUEI
3703|アミノ酸|AMINOSAN
3704|タンパク質|TANPAKUSHITSU
3705|酵素|KOUSO
3706|触媒|SHOKUBAI
3707|光合成|KOUGOUSEI
3708|呼吸|KOKYUU
3709|代謝|TAISHA
3710|恒常性|KOUJOUSEI
3711|ホメオスタシス|HOMEOSUTASHISU
3712|免疫|MENEKI
3713|抗体|KOUTAI
3714|アレルゲン|ARERUGEN
3715|ワクチン|WAKUCHIN
3716|血清|KESSEI
3717|ドーパミン|DO-PAMIN
3718|アドレナリン|ADORENARIN
3719|エンドルフィン|ENDORUFIN
3720|セロトニン|SEROTONIN
3721|メラトニン|MERATONIN
3722|シナプス|SHINAPUSU
3723|ニューロン|NYU-RON
3724|脳幹|NOUKAN
3725|小脳|SHOUNOU
3726|大脳辺縁系|DAINOUHENENKEI
3727|前頭葉|ZENTOUYOU
3728|海馬|KAIBA
3729|扁桃体|HENTOUTAI
3730|可塑性|KASOSEI
3731|ミラーニューロン|MIRA-NYU-RON
3732|右脳|UNOU
3733|左脳|SANOU
3734|臨界期|RINKAIKI
3735|レム睡眠|REMUSUIMIN
3736|ノンレム睡眠|NONREMUSUIMIN
3737|概日リズム|GAIJITSURIZUMU
3738|サーカディアンリズム|SA-KADIANRIZUMU
3739|時差ぼけ|JISABOKE
3740|錯覚|SAKKAKU
3741|幻覚|GENKAKU
3742|幻聴|GENCHOU
3743|幻肢痛|GENSHITSUU
3744|共感覚|KYOUKANKAKU
3745|ゲシュタルト|GESUTARUTO
3746|サブリミナル|SABURIMINARU
3747|閾下知覚|IKIKACHIKAKU
3748|認知バイアス|NINCHIBAIASU
3749|確証バイアス|KAKUSHOUBAIASU
3750|正常性バイアス|SEIJOUSEIBAIASU
3751|後知恵バイアス|ATOJIEBAIASU
3752|生存者バイアス|SEIZONSHABAIASU
3753|ダニングクルーガー効果|DANINGUKURU-GA-KOUKA
3754|バーナム効果|BA-NAMUKOUKA
3755|吊り橋効果|TSURIBASHIKOUKA
3756|ピグマリオン効果|PIGUMARIONKOUKA
3757|ゴーレム効果|GO-REMUKOUKA
3758|ハロー効果|HARO-KOUKA
3759|傍観者効果|BOUKANSHAKOUKA
3760|同調圧力|DOUCHOUATSURYOKU
3761|集団思考|SHUUDANSHIKOU
3762|アッシュの実験|ASSHU NO JIKKEN
3763|ミルグラム実験|MIRUGURAMUJIKKEN
3764|スタンフォード監獄実験|SUTANFO-DOKANGOKUJIKKEN
3765|マズローの欲求段階説|MAZURO- NO YOKKYUUDANKAISETSU
3766|自己実現|JIKOJITSUGEN
3767|フロー体験|FURO-TAIKEN
3768|ゾーン|ZO-N
3769|マインドフルネス|MAINDOFURUNESU
3770|瞑想|MEISOU
3771|座禅|ZAZEN
3772|悟り|SATORI
3773|煩悩|BONNOU
3774|業|GOU
3775|カルマ|KARUMA
3776|輪廻転生|RINNETENSEI
3777|三千世界|SANZENSEKAI
3778|森羅万象|SHINRABANSHOU
3779|色即是空|SHIKISOKUZEKUU
3780|諸行無常|SHOGYOUMUJOU
3781|一切皆苦|ISSAIKAIKU
3782|諸法無我|SHOHOUMUGA
3783|涅槃寂静|NEHANJAKUJOU
3784|曼荼羅|MANDARA
3785|仏舎利|BUSSHARI
3786|五重塔|GOJUUNOTOU
3787|阿修羅|ASHURA
3788|帝釈天|TAISHAKUTEN
3789|四天王|SHITENNOU
3790|仁王|NIOU
3791|風神|FUUJIN
3792|雷神|RAIJIN
3793|麒麟|KIRIN
3794|鳳凰|HOUOU
3795|龍|RYUU
3796|玄武|GENBU
3797|朱雀|SUZAKU
3798|青龍|SEIRYUU
3799|白虎|BYAKKO
3800|陰陽|INYOU
3801|五行|GOGYOU
3802|八卦|HAKKE
3803|風水|FUUSUI
3804|鬼門|KIMON
3805|呪符|JUFU
3806|霊符|REIFU
3807|お経|OKYOU
3808|真言|SHINGON
3809|マントラ|MANTORA
3810|祝詞|NORITO
3811|言霊|KOTODAMA
3812|真名|MANA
3813|諱|IMINA
3814|忌み名|IMINA
3815|諡|OKURINA
3816|雅号|Gagou
3817|コードネーム|KO-DONE-MU
3818|ハンドルネーム|HANDORUNE-MU
3819|匿名|TOKUMEI
3820|偽名|GIMEI
3821|身元不明|MIMOTOFUMEI
3822|指名手配|SHIMEITEHAI
3823|懸賞金|KENSHOUKIN
3824|報奨金|HOUSHOUKIN
3825|見返り|MIKAERI
3826|対価|TAIKA
3827|等価交換|TOUKAKOUKAN
3828|代償|DAISHOU
3829|犠牲|GISEI
3830|贖罪|SHOKUZAI
3831|赦し|YURUSHI
3832|救済|KYUUSAI
3833|贖い|AGANAI
3834|契約|KEIYAKU
3835|誓約|SEIYAKU
3836|血判状|KEPPANJOU
3837|起請文|KISHOUBUN
3838|破棄|HAKI
3839|反故|HOGO
3840|裏切り|URAGIRI
3841|密告|MIKKOKU
3842|内通|NAITSURU
3843|二重スパイ|NIJYUUSUPAI
3844|潜入捜査|SENNYUUSOUSA
3845|おとり捜査|OTORISOUSA
3846|諜報|CHOUHOU
3847|防諜|BOUCHOU
3848|暗殺|ANSATSU
3849|狙撃|SOGEKI
3850|テロ|TERO
3851|ゲリラ|GERIRA
3852|革命|KAKUMEI
3853|クーデター|KU-DETA-
3854|内戦|NAISEN
3855|亡命|BOUMEI
3856|難民|NANMIN
3857|国境|KOKKYOU
3858|緩衝地帯|KANSHOUCHITAI
3859|非武装地帯|HIBUSOUCHITAI
3860|租借地|SOSHAKUCHI
3861|乱流|RANRYUU
3862|層流|SOURYUU
3863|粘性|NENSEI
3864|カルマン渦|KARUMAN'UZU
3865|レイノルズ数|REINORUZUSUU
3866|ベルヌーイの定理|BERUNU-I NO TEIRI
3867|キャビテーション|KYABITE-SHON
3868|衝撃波|SHOUGEKIHA
3869|ソニックブーム|SONIKKUBU-MU
3870|プラズマ|PURAZUMA
3871|臨界流|RINKAIRYUU
3872|チョークフロー|CHO-KUFURO-
3873|香道|KOUDOU
3874|聞香|MONKOU
3875|組香|KUMIKOU
3876|香木|KOUBOKU
3877|伽羅|KYARA
3878|沈香|JINKOU
3879|白檀|BYAKUDAN
3880|空蝉|UTSUSEMI
3881|薫物|TAKIMONO
3882|香炉|KOURO
3883|火種|HIDANE
3884|お香|OKOU
3885|匂い袋|NIOIBUKURO
3886|茶道|SADOU
3887|侘び寂び|WABISABI
3888|一期一会|ICHIGOICHIE
3889|懐石|KAISEKI
3890|茶室|CHASHITSU
3891|露地|ROJI
3892|掛け物|KAKEMONO
3893|薄茶|USUCHA
3894|濃茶|KOICHA
3895|お点前|OTEMAE
3896|華道|KADOU
3897|生け花|IKEBANA
3898|花器|KAKI
3999|剣山|KENZAN
3900|真行草|SHINGYOUSOU
3901|書道|SHODOU
3902|筆|FUDE
3903|墨|SUMI
3904|硯|SUZURI
3905|文鎮|BUNCHIN
3906|落款|RAKKAN
3907|篆刻|TENKOKU
3908|楷書|KAISHO
3909|行書|GYOUSHO
3910|草書|SOUSHO
3911|篆書|TENSHO
3912|隷書|REISHO
3913|飛白|HIHAKU
3914|永字八法|EIJIHAPPOU
3915|無政府主義| MUSEIFUSHUGI
3916|リバタリアニズム|RIBATARIANIZUMU
3917|共同体主義|KYOUDOUTAI SHUGI
3918|功利主義|KOURISHUGI
3919|義務論|GIMURON
3920|社会契約論|SHAKAIKEIYAKURON
3921|自然状態|SHIZENJOUTAI
3922|啓蒙思想|KEIMOUSHI SOU
3923|ニヒリズム|NIHIRIZUMU
3924|実存主義|JITSUZONSHUGI
3925|構造主義|KOUZOUSHUGI
3926|ポスト構造主義|POSUTOKOUZOUSHUGI
3927|マルクス主義|MARUKUSUSHUGI
3928|資本論|SHIHONRON
3929|プロパガンダ|PROPAGANDA
3930|扇動|SENDOU
3931|寡頭制|KATOSEI
3932|独裁|DOKUSAI
3933|全体主義|ZENTAISHUGI
3934|衆愚政治|SHUUGUSEIJI
3935|地政学|CHISEIGAKU
3936|ランドパワー|RANDOPAWA-
3937|シーパワー|SHI-PAWA-
3938|ハートランド|HA-TORANDO
3939|リムランド|RIMURANDO
3940|覇権|HAKEN
3941|冷戦|REISEN
3942|代理戦争|DAIRISENSOU
3943|緩衝国|KANSHOUKOKU
3944|アルゴリズム|ARUGORIZUMU
3945|データ構造|DE-TAKOUSOU
3946|スタック|SUTAKKU
3947|キュー|KYU-
3948|ヒープ|HI-PU
3949|ハッシュテーブル|HASSHUTE-BURU
3950|連結リスト|RENKETSU RISUTO
3951|二分木|NIBUNGI
3952|再帰|SAIKI
3953|ポインタ|POINTA
3954|アドレス|ADORESU
3955|メモリリーク|MEMORI-RI-KU
3956|ガベージコレクション|GABE-JIKOREKUSHON
3957|セマフォ|SEMAFOA
3958|ミューテックス|MYU-TEKKUSU
3959|デッドロック|DEDDOROKKU
3960|排他制御|HAITASEIGYO
3961|コンパイラ|KONPAIRA
3962|インタプリタ|INTAPURITA
3963|アセンブラ|ASENBURA
3964|ソースコード|SO-SUKO-DO
3965|バイナリ|BAINARI
3966|API|E-PI-AI
3967|SDK|ESUDI-KE-
3968|フレームワーク|FURE-MUWA-KU
3969|ライブラリ|RAIBURARI
3970|モジュール|MOJU-RU
3971|リファクタリング|RIFAKUTARINGU
3972|デバッグ|DEBAGGU
3973|イースターエッグ|I-SUTA-EGGU
3974|スパゲッティコード|SUPAGETTIKO-DO
3975|レガシーシステム|REGASHI-SHISUTEMU
3976|シンタックスハイライト|SHINTAKKUSUHAIRAITO
3977|変数|HENSOU
3978|定数|TEISOU
3979|配列|HAIRETSU
3980|関数|KANSOU
3981|引数|HIKISOU
3982|戻り値|MODORICHI
3983|グローバル変数|GURO-BARUHENSOU
3984|ローカル変数|RO-KARUHENSOU
3985|スコープ|SUKO-PU
3986|クロージャ|KURO-JA
3987|ジェネリクス|JENERIKUSU
3988|ポリモーフィズム|PORIMO-HUIZUMU
3989|カプセル化|KAPUSERUKA
3990|継承|KEISHOU
3991|オーバーライド|O-BA-RAIDO
3992|オーバーロード|O-BA-RO-DO
3993|インスタンス|INSUTANSU
3994|クラス|KURASU
3995|オブジェクト|OBUJEKUTO
3996|メソッド|MESODDO
3997|プロパティ|PUROPATEI
3998|コンストラクタ|KONSUTORAKUTA
3999|デストラクタ|DESUTORAKUTA
4000|抽象クラス|CHUUSHOUKURASU
4001|インターフェース|INTA-FE-SU
4002|デザインパターン|DEZAINPATA-N
4003|シングルトン|SHINGURUTON
4004|ファクトリー|FAKUTORI-
4005|オブザーバー|OBUZA-BA-
4006|イテレータ|ITERE-TA-
4007|アダプタ|ADAPUTA
4008|ファサード|FASA-DO
4009|プロキシ|PUROKISHI
4010|デコレータ|DEKORE-TA
4011|コンポジット|KONPOJITTO
4012|ビジター|BIJITA-
4013|ステート|SUTE-TO
4014|ストラテジー|SUTORATEJI-
4015|コマンド|KOMANDO
4016|メメント|MEMENTO
4017|メディエーター|MEDHIE-TA-
4018|テンプレートメソッド|TENPURE-TOMESODDO
4019|チェーンオブレスポンシビリティ|CHE-N'OBU'RESUPONSHIBIRITEI
4020|ビルド|BIRUDO
4021|デプロイ|DEPUROI
4022|CI/CD|SHI-AISHI-DI-
4023|バージョン管理|BA-JONKANRI
4024|コミット|KOMITTO
4025|プッシュ|PUSSHU
4026|プル|PURU
4027|マージ|MA-JI
4028|コンフリクト|KONFURIKUTO
4029|ブランチ|BURANCHI
4030|リポジトリ|RIPOJITORI
4031|フォーク|FO-KU
4032|プルリクエスト|PURURIKUESUTO
4033|回帰テスト|KAIKITESUTO
4034|単体テスト|TANTAITESUTO
4035|結合テスト|KetsugouTESUTO
4036|E2Eテスト|I-TSU-I-TESUTO
4037|カバレッジ|KABAREJJI
4038|アサーション|ASA-SHON
4039|モック|MOKKU
4040|スタブ|SUTABU
4041|重力レンズ|JUURYOKURENZU
4042|赤方偏移|SEKIHOUHENI
4043|白色矮星|HAKUSHOKUWAISEI
4044|中性子星|CHUUSEISHISEI
4045|パルサー|PARUSA-
4046|クエーサー|KUE-SA-
4047|マグネター|MAGUNETA-
4048|アミューズ|AMYU-ZU
4049|デクリネゾン|DEKURINEZON
4050|マリアージュ|MARIA-JU
4051|テロワール|TEROWA-RU
4052|コンフィ|KONFI
4053|エマルジョン|EMARUJON
4054|アッサンブラージュ|ASSANBURA-JU
4055|三一致の法則|SANICCHI NO HOUSOKU
4056|カタルシス|KATARUSHISU
4057|ペリペテイア|PERIPETEIA
4058|アナグノリシス|ANAGUNORISHISU
4059|ハムレット|HAMURETTO
4060|オイディプス|OIDIPUSU
4061|アンティゴネ|ANTIGONE
4062|メタ認知|METANINCHI
4063|プライミング|PURAIMINGU
4064|ワーキングメモリ|WA-KINGUMEMORI
4065|エピソード記憶|EPISO-DOKIOKU
4066|意味記憶|IMIKIOKU
4067|手続き記憶|TETSUDUKIKIOKU
4068|展望的記憶|TENBOUTEKIKIOKU
4069|射出成形|SHASHUTSUSEIKEI
4070|公差|KOUSA
4071|歩留まり|BUDOMARI
4072|アセンブリ|ASENBURI
4073|サプライチェーン|SAPURAICHE-N
4074|ジャストインタイム|JASUTOINTAIMU
4075|カイゼン|KAIZEN
4076|瑕疵担保|KASHITANPO
4077|黙示の合意|MOKUJI NO GOUI
4078|禁反言|KINHANGEN
4079|信義誠実の原則|SHINGISEIJITSU NO GENSOKU
4080|権리濫用|KENRIRANYOU
4081|不可抗力|FUKAKOURYOKU
4082|事情変更の原則|JIJOUHENKOU NO GENSOKU
4083|ラグランジュ力学|RAGURANJURIKIGAKU
4084|ハミルトン力学|HAMIRUTONRIKIGAKU
4085|最小作用の原理|SAISHOU SAYOU NO GENRI
4086|ネーターの定理|NE-TA- NO TEIRI
4087|ポアソン括弧|POASONKAKKO
4088|正準変換|SEIJUNHENKAN
4089|リウヴィルの定理|RIUVIRU NO TEIRI
4090|浸透圧|SHINTOUATSU
4091|ブラウン運動|BURAUNUNDOU
4092|マクスウェル分布|MAKUSUUERUBUNPU
4093|ボルツマン定数|BORUTSUMANTEISUU
4094|プランク定数|PURANKUTEISUU
4095|ギブスの自由エネルギー|GIBUSU NO JIYUUENERUGI-
4096|ヘルムホルツの自由エネルギー|HERUMUHORUTSU NO JIYUUENERUGI-
4097|空集合|KUUSHUUGOU
4098|冪集合|BEKISHUUGOU
4099|和集合|WASHUUGO
4100|積集合|SEKISHUUGOU
4101|補集合|HOSHUUGO
4102|写像|SHAZOU
4103|単射|TANSHA
4104|全射|ZENSHA
4105|全単射|ZENTANSHA
4106|濃度|NOUDO
4107|可算無限|KASANMUGEN
4108|非可算無限|HIKASANMUGEN
4109|連続体仮説|RENZOKUTAI KASETSU
4110|ペアノの公理|PEANO NO KOURI
4111|ツェルメロフランケル公理系|TSUERUMEROFURANKERUKOURIKEI
4112|選択公理|SENTAKUKOURI
4113|不完全性定理|FUKANZENSEITEIRI
4114|ゲーデル数|GE-DERUSUU
4115|対角線論法|TAIKAKUSENRONPOU
4116|チューリングマシン|CHU-RINGUMASHIN
4117|停止性問題|TEISHISEIMONDAI
4118|計算可能性|KEISANKANOUSEI
4119|ラムダ計算|RAMUDAKEISAN
4120|P≠NP予想|PI-NOTOIKUARUENPI-YOSOU
4121|暗号理論|ANGOURIRON
4122|公開鍵暗号|KOUKAIKAGIANGOU
4123|共通鍵暗号|KYOUTSUUKAGIANGOU
4124|ハッシュ関数|HASSHUKANSOU
4125|電子署名|DENSHISHOMEI
4126|ブロックチェーン|BUROKKUCHE-N
4127|コンセンサスアルゴリズム|KONSENSASUARUGORIZUMU
4128|スマートコントラクト|SUMA-TOKONTORAKUTO
4129|分散型台帳|BUNSANGATA DAICHOU
4130|ゼロ知識証明|ZEROKNOWLEDGE SHOUMEI
4131|ビザンチン将軍問題|BIZANCHINSHOUGUNMONDAI
4132|シンギュラリティ|SHINGYURARITEI
4133|技術的特異点|GIJUTSUTEKI TOKUITE
4134|収穫加速の法則|SHUUKAKUKASOKU NO HOUSOKU
4135|フレーム問題|FURE-MUMONDAI
4136|シンボルグラウンディング問題|SHINBORUGURAUNDINGUMONDAI
4137|中国語の部屋|CHUUGOKUGO NO HEYA
4138|意識のハードプロブレム|ISHIKI NO HA-DOPUROBUREMU
4139|クオリア|KUORIA
4140|哲学的ゾンビ|TETSUGAKUTEKIZONBI
4141|汎用人工知能|HANYOUJINKOUCHINOU
4142|強いAI|TSUYOI EI AI
4143|弱いAI|YOWAI EI AI
4144|機械学習|KIKAI GAKUSHUU
4145|深層学習|SHINSOU GAKUSHUU
4146|ニューラルネットワーク|NYU-RARUNETTOWA-KU
4147|強化学習|KYOUKA GAKUSHUU
4148|教師あり学習|KYOUSHIA GAKUSHUU
4149|教師なし学習|KYOUSINASHI GAKUSHUU
4150|過学習|KAGAKUSHUU
4151|勾配降下法|KOUBAIKOUKAHOU
4152|バックプロパゲーション|BAKKUPUROPAGE-SHON
4153|畳み込み|TATAMIKOMI
4154|再帰型ニューラルネットワーク|SAIKIGATA NYU-RARUNETTOWA-KU
4155|トランスフォーマー|TORANSUFO-MA-
4156|アテンション|ATENSHON
4157|自然言語処理|SHIZENGENGOSHORI
4158|形態素解析|KEITAISOKAISEKI
4159|構文解析|KOUBUNKAISEKI
4160|意味解析|IMIKAISEKI
4161|文脈解析|BUNMYAKUKAISEKI
4162|感情分析|KANJOUBUNSEKI
4163|機械翻訳|KIKAIHONYAKU
4164|要約|YOUYAKU
4165|対話システム|TAIWASHISUTEMU
4166|エージェント|E-JIENTO
4167|ヒューリスティクス|HYU-RISUTHIKUSU
4168|メタヒューリスティクス|METAHYU-RISUTHIKUSU
4169|遺伝的アルゴリズム|IDENTEKIARUGORIZUMU
4170|焼きなまし法|YAKINAMASHIHOU
4171|群知能|GUNCHINOU
4172|蟻コロニー最適化|ARIKORONI-SAITEKIKA
4173|粒子群最適化|RYUUSHIGUNSAITEKIKA
4174|ベイズ推定|BEIZUSUITEI
4175|マルコフ連鎖|MARUKOFURENSA
4176|モンテカルロ法|MONTEKARUROHOU
4177|隠れマルコフモデル|KAKUREMARUKOFUMODERU
4178|サポートベクターマシン|SAPO-TOBEKUTA-MASHIN
4179|決定木|KETTEIGI
4180|ランダムフォレスト|RANDOMUFORESUTO
4181|クラスター分析|KURASUTA-BUNSEKI
4182|主成分分析|SHUSEIBUNBUNSEKI
4183|次元削減|JIGENSAKUGEN
4184|特徴量|TOKUCHOURYOU
4185|ビッグデータ|BIGGUDE-TA
4186|データマイニング|DE-TAMININGU
4187|クラウドコンピューティング|KURAUDOKONPYU-THINGU
4188|エッジコンピューティング|EJJIKONPYU-THINGU
4189|モノのインターネット|MONO NO INTA-NETTO
4190|サイバーセキュリティ|SAIBA-SEKYURITEI
4191|ハッキング|HAKKINGU
4192|クラッキング|KURAKKINGU
4193|マルウェア|MARUUEA
4194|ランサムウェア|RANSAMUUEA
4195|トロイの木馬|TOROI NO MOKUBA
4196|ワーム|WA-MU
4197|ボットネット|BOTTONETTO
4198|DDoS攻撃|DI-DOSUKOUGEKI
4199|フィッシング|FUISSHINGU
4200|ソーシャルエンジニアリング|SO-SHARUENJINIARINGU
4201|ゼロデイ攻撃|ZERODEIKOUGEKI
4202|脆弱性|ZEIJAKUSEI
4203|パッチ|PACCHI
4204|ファイアウォール|FAIAUO-RU
4205|侵入検知システム|SHINNYUUKENCHISHISUTEMU
4206|サンドボックス|SANDOBOKKUSU
4207|ホワイトハッカー|HOWAITOHAKKA-
4208|ブラックハッカー|BURAKKUHAKKA-
4209|ペネトレーションテスト|PENETORE-SHONTESUTO
4210|デジタルフォレンジック|DEJITARUFORENJIKKU
4211|暗号通貨|ANGOUTSUUKA
4212|ビットコイン|BITTOKOIN
4113|イーサリアム|I-SARIAMU
4114|マイニング|MAININGU
4115|ウォレット|UORETTO
4116|秘密鍵|HIMITSUKAGI
4117|公開鍵|KOUKAIKAGI
4118|ハッシュレート|HASSHURE-TO
4119|半減期|HANGENKI
4120|NFT|ENU EFUTI-
4121|メタバース|METABA-SU
4122|アバター|ABATA-
4123|VR|BUI A-RU
4124|AR|E- A-RU
4125|MR|EMU A-RU
4126|デジタルツイン|DEJITARUTSUIN
4127|イマーシブ|IMA-SHIBU
4128|プレゼンス|PUREZENSU
4129|ハプティクス|HAPUTHIKUSU
4130|自由度|JIYUUDO
4131|レンダリング|RENDARINGU
4132|ポリゴン|PORIGON
4133|テクスチャ|TEKUSUCHA
4134|シェーダー|SHE-DA-
4135|レイトレーシング|REITORE-SHINGU
4136|物理演算|BUTSURIENZAN
4137|フレームレート|FURE-MURE-TO
4138|遅延|CHIEN
4139|ラグ|RAGU
4140|同期|DOUKI
4141|非同期|HIDOUKI
4343|死亡フラグ|SHIBOUFURAGU
4344|生存フラグ|SEIZONFURAGU
4345|主人公補正|SHUJINKOUHOSEI
